                                                           Stdlib	                                                                                                                           Containers	                                                                                                                                              Batteries	                                                                                                        Base	                                            F#
		BatPrintf.kbprintf2 : (Buffer.t -> 'b) -> Buffer.t -> ('c, 'a BatInnerIO.output, unit, 'b) format4 -> 'c		
Printf.kfprintf : (out_channel -> 'd) -> out_channel -> ('a, out_channel, unit, 'd) format4 -> 'a		BatPrintf.kfprintf : ('a BatInnerIO.output -> 'b) -> 'a BatInnerIO.output -> ('c, 'a BatInnerIO.output, unit, 'b) format4 -> 'c		Printf.kfprintf : ((unit -> 'a) -> System.IO.TextWriter -> Printf.TextWriterFormat<'b,'a> -> 'b)
Printf.kprintf : (string -> 'b) -> ('a, unit, string, 'b) format4 -> 'a		BatPrintf.kprintf : (string -> 'a) -> ('b, unit, string, 'a) format4 -> 'b		Printf.kprintf : ((string -> 'a) -> Printf.StringFormat<'b,'a> -> 'b)
Printf.ksprintf : (string -> 'd) -> ('a, unit, string, 'd) format4 -> 'a		BatPrintf.ksprintf : (string -> 'a) -> ('b, unit, string, 'a) format4 -> 'b	Base.Printf.ksprintf : (string -> 'a) -> ('r, unit, string, 'a) format4 -> 'r	Printf.ksprintf : ((string -> 'a) -> Printf.StringFormat<'b,'a> -> 'b)
		BatPrintf.ksprintf2 : (string -> 'b) -> ('c, 'a BatInnerIO.output, unit, 'b) format4 -> 'c		
Printf.printf : ('a, out_channel, unit) format -> 'a		BatPrintf.printf : ('b, 'a BatInnerIO.output, unit) t -> 'b		Printf.printf : (Printf.TextWriterFormat<'a> -> 'a)
				Printf.printfn : (Printf.TextWriterFormat<'a> -> 'a)
Printf.sprintf : ('a, unit, string) format -> 'a		BatPrintf.sprintf : ('a, unit, string) t -> 'a	Base.Printf.sprintf : (‘r, unit, string) format -> ‘r	Printf.sprintf : (Printf.StringFormat<'a> -> 'a)
		BatPrintf.sprintf2 : ('a, 'b BatInnerIO.output, unit, string) format4 -> 'a		
			Base.Printf.failwithf : (‘r, unit, string, unit  -> 'a) format4 -> 'r	
			Base.Printf.invalid_argf : (‘r, unit, string, unit  -> 'a) format4 -> 'r	
				
	CCResult.add_ctx : string -> ('a, string) t -> ('a, string) t			
	CCResult.add_ctxf : ('a, Format.formatter, unit, ('b, string) t -> ('b, string) t) format4 -> 'a			
			Base.Result.all : ('a, 'e) t list -> ('a list, 'e) t	
			Base.Result.all_unit : (unit, 'e) t list -> (unit, 'e) t	
Result.bind : ('a, 'e) result -> ('a -> ('b, 'e) result) -> ('b, 'e) result		BatResult.bind : ('a, 'e) t -> ('a -> ('b, 'e) t) -> ('b, 'e) t	Base.Result.bind : ('a, 'e) t -> f:('a -> ('b, 'e) t) -> ('b, 'e) t	Result.bind : (('a -> Result<'b,'c>) -> Result<'a,'c> -> Result<'b,'c>)
	CCResult.both : ('a, 'err) t -> ('b, 'err) t -> ('a * 'b, 'err) t			
	CCResult.catch : ('a, 'err) t -> ok:('a -> 'b) -> err:('err -> 'b) -> 'b	BatResult.catch : ('a -> 'e) -> 'a -> ('e, exn) t		
		BatResult.catch2 : ('a -> 'b -> 'c) -> 'a -> 'b -> ('c, exn) t		
		BatResult.catch3 : ('a -> 'b -> 'c -> 'd) -> 'a -> 'b -> 'c -> ('d, exn) t		
	CCResult.choose : ('a, 'err) t list -> ('a, 'err list) t			
			Base.Result.combine : ('ok1, 'err) t -> ('ok2, 'err) t -> ok:('ok1 -> 'ok2 -> 'ok3) -> err:('err -> 'err -> 'err) -> ('ok3, 'err) t	
			Base.Result.combine_errors : ('ok, 'err) t list -> ('ok list, 'err list) t	
			Base.Result.combine_errors_unit : (unit, 'err) t list -> (unit, 'err list) t	
Result.compare : ok:('a -> 'a -> int) -> error:('e -> 'e -> int) -> ('a, 'e) result -> ('a, 'e) result -> int	CCResult.compare : err:'err ord -> 'a ord -> ('a, 'err) t ord	BatResult.compare : ok:('a -> 'a -> int) -> error:('e -> 'e -> int) -> ('a, 'e) t -> ('a, 'e) t -> int	Base.Result.compare : 'a Base__Ppx_compare_lib.compare -> 'b Base__Ppx_compare_lib.compare -> ('a, 'b) t Base__Ppx_compare_lib.compare	
		BatResult.default : 'a -> ('a, 'b) t -> 'a		
Result.equal : ok:('a -> 'a -> bool) -> error:('e -> 'e -> bool) -> ('a, 'e) result -> ('a, 'e) result -> bool	CCResult.equal : err:'err equal -> 'a equal -> ('a, 'err) t equal	BatResult.equal : ok:('a -> 'a -> bool) -> error:('e -> 'e -> bool) -> ('a, 'e) t -> ('a, 'e) t -> bool	Base.Result.equal : 'a Base__Ppx_compare_lib.equal -> 'b Base__Ppx_compare_lib.equal -> ('a, 'b) t Base__Ppx_compare_lib.equal	
Result.error : 'e -> ('a, 'e) result	CCResult.fail : 'err -> ('a, 'err) t	BatResult.error : 'e -> ('a, 'e) t	Base.Result.fail : 'err -> ('a, 'err) t	Result.Error : arg0:'a -> Result<'b,'a>
			Base.Result.error : ('a, 'err) t -> 'err option	
	CCResult.fail_fprintf : ('a, Format.formatter, unit, ('b, string) t) format4 -> 'a			
	CCResult.fail_printf : ('a, Buffer.t, unit, ('b, string) t) format4 -> 'a			
			Base.Result.failf : ('a, unit, string, ('b, string) t) format4 -> 'a	
	CCResult.flat_map : ('a -> ('b, 'err) t) -> ('a, 'err) t -> ('b, 'err) t			
	CCResult.flatten_l : ('a, 'err) t list -> ('a list, 'err) t			
Result.fold : ok:('a -> 'c) -> error:('e -> 'c) -> ('a, 'e) result -> 'c	CCResult.fold : ok:('a -> 'b) -> error:('err -> 'b) -> ('a, 'err) t -> 'b	BatResult.fold : ok:('a -> 'c) -> error:('e -> 'c) -> ('a, 'e) t -> 'c		
	CCResult.fold_iter : ('b -> 'a -> ('b, 'err) t) -> 'b -> 'a iter -> ('b, 'err) t			
	CCResult.fold_l : ('b -> 'a -> ('b, 'err) t) -> 'b -> 'a list -> ('b, 'err) t			
	CCResult.fold_ok : ('a -> 'b -> 'a) -> 'a -> ('b, 'c) t -> 'a			
		BatResult.get : ('a, exn) t -> 'a		
Result.get_error : ('a, 'e) result -> 'e		BatResult.get_error : ('a, 'e) t -> 'e		
	CCResult.get_exn : ('a, 'b) t -> 'a			
	CCResult.get_lazy : ('b -> 'a) -> ('a, 'b) t -> 'a			
Result.get_ok : ('a, 'e) result -> 'a		BatResult.get_ok : ('a, 'e) t -> 'a		
	CCResult.get_or : ('a, 'b) t -> default:'a -> 'a			
	CCResult.get_or_failwith : ('a, string) t -> 'a			
	CCResult.guard : (unit -> 'a) -> ('a, exn) t			
	CCResult.guard_str : (unit -> 'a) -> ('a, string) t			
	CCResult.guard_str_trace : (unit -> 'a) -> ('a, string) t			
			Base.Result.hash_fold_t : 'a Base__Ppx_hash_lib.hash_fold -> 'b Base__Ppx_hash_lib.hash_fold -> ('a, 'b) t Base__Ppx_hash_lib.hash_fold	
			Base.Result.ignore_m : ('a, 'e) t -> (unit, 'e) t	
			Base.Result.invariant : 'a Base__Invariant_intf.inv -> 'b Base__Invariant_intf.inv -> ('a, 'b) t Base__Invariant_intf.inv	
		BatResult.is_bad : ('a, 'e) t -> bool		
Result.is_error : ('a, 'e) result -> bool	CCResult.is_error : ('a, 'err) t -> bool	BatResult.is_error : ('a, 'e) t -> bool	Base.Result.is_error : ('a, 'b) t -> bool	
		BatResult.is_exn : exn -> ('a, exn) t -> bool		
Result.is_ok : ('a, 'e) result -> bool	CCResult.is_ok : ('a, 'err) t -> bool	BatResult.is_ok : ('a, 'e) t -> bool	Base.Result.is_ok : ('a, 'b) t -> bool	
Result.iter : ('a -> unit) -> ('a, 'e) result -> unit	CCResult.iter : ('a -> unit) -> ('a, 'b) t -> unit	BatResult.iter : ('a -> unit) -> ('a, 'e) t -> unit	Base.Result.iter : ('ok, 'a) t -> f:('ok -> unit) -> unit	
Result.iter_error : ('e -> unit) -> ('a, 'e) result -> unit	CCResult.iter_err : ('err -> unit) -> ('a, 'err) t -> unit	BatResult.iter_error : ('e -> unit) -> ('a, 'e) t -> unit	Base.Result.iter_error : ('a, 'err) t -> f:('err -> unit) -> unit	
Result.join : (('a, 'e) result, 'e) result -> ('a, 'e) result	CCResult.join : (('a, 'err) t, 'err) t -> ('a, 'err) t	BatResult.join : (('a, 'e) t, 'e) t -> ('a, 'e) t	Base.Result.join : (('a, 'e) t, 'e) t -> ('a, 'e) t	
Result.map : ('a -> 'b) -> ('a, 'e) result -> ('b, 'e) result	CCResult.map : ('a -> 'b) -> ('a, 'err) t -> ('b, 'err) t	BatResult.map : ('a -> 'b) -> ('a, 'e) t -> ('b, 'e) t	Base.Result.map : ('ok, 'err) t -> f:('ok -> 'c) -> ('c, 'err) t	Result.map : (('a -> 'b) -> Result<'a,'c> -> Result<'b,'c>)
	CCResult.map2 : ('a -> 'b) -> ('err1 -> 'err2) -> ('a, 'err1) t -> ('b, 'err2) t	BatResult.map_both : ('a1 -> 'a2) -> ('b1 -> 'b2) -> ('a1, 'b1) t -> ('a2, 'b2) t		
		BatResult.map_default : 'b -> ('a -> 'b) -> ('a, 'c) t -> 'b		
Result.map_error : ('e -> 'f) -> ('a, 'e) result -> ('a, 'f) result	CCResult.map_err : ('err1 -> 'err2) -> ('a, 'err1) t -> ('a, 'err2) t	BatResult.map_error : ('e -> 'f) -> ('a, 'e) t -> ('a, 'f) t	Base.Result.map_error : ('ok, 'err) t -> f:('err -> 'c) -> ('ok, 'c) t	Result.mapError : (('a -> 'b) -> Result<'c,'a> -> Result<'c,'b>)
	CCResult.map_l : ('a -> ('b, 'err) t) -> 'a list -> ('b list, 'err) t			
	CCResult.map_or : ('a -> 'b) -> ('a, 'c) t -> default:'b -> 'b			
			Base.Result.of_either : ('ok, 'err) Base__.Either0.t -> ('ok, 'err) t	
	CCResult.of_err : ('a, 'b) error -> ('a, 'b) t			
	CCResult.of_exn : exn -> ('a, string) t			
	CCResult.of_exn_trace : exn -> ('a, string) t			
	CCResult.of_opt : 'a option -> ('a, string) t			
		BatResult.of_option : 'a option -> ('a, unit) t	Base.Result.of_option : 'ok option -> error:'err -> ('ok, 'err) t	
				
Result.ok : 'a -> ('a, 'e) result		BatResult.ok : 'a -> ('a, 'b) t		Result.Ok : arg0:'a -> Result<'a,'b>
			Base.Result.ok : ('ok, 'a) t -> 'ok option	
			Base.Result.ok_exn : ('ok, exn) t -> 'ok	
			Base.Result.ok_fst : ('ok, 'err) t -> ('ok, 'err) Base__.Either0.t	
			Base.Result.ok_if_true : bool -> error:'err -> (unit, 'err) t	
			Base.Result.ok_or_failwith : ('ok, string) t -> 'ok	
	CCResult.opt_map : ('a -> ('b, 'c) t) -> 'a option -> ('b option, 'c) t			
	CCResult.pp : 'a printer -> ('a, string) t printer			
	CCResult.pp' : 'a printer -> 'e printer -> ('a, 'e) t printer			
		BatResult.print : ('b BatInnerIO.output -> 'a -> unit) -> 'b BatInnerIO.output -> ('a, exn) t -> unit		
	CCResult.pure : 'a -> ('a, 'err) t			
	CCResult.retry : int -> (unit -> ('a, 'err) t) -> ('a, 'err list) t			
	CCResult.return : 'a -> ('a, 'err) t		Base.Result.return : 'a -> ('a, 'b) t	
			Base.Result.sexp_of_t : ('a -> Sexplib0__.Sexp.t) -> ('b -> Sexplib0__.Sexp.t) -> ('a, 'b) t -> Sexplib0__.Sexp.t	
			Base.Result.t_of_sexp : (Sexplib0__.Sexp.t -> 'a) -> (Sexplib0__.Sexp.t -> 'b) -> Sexplib0__.Sexp.t -> ('a, 'b) t	
			Base.Result.t_sexp_grammar : 'ok Sexplib0.Sexp_grammar.t -> 'err Sexplib0.Sexp_grammar.t -> ('ok, 'err) t Sexplib0.Sexp_grammar.t	
	CCResult.to_err : ('a, 'b) t -> ('a, 'b) error		Base.Result.to_either : ('ok, 'err) t -> ('ok, 'err) Base__.Either0.t	
	CCResult.to_iter : ('a, 'b) t -> 'a iter			
Result.to_list : ('a, 'e) result -> 'a list		BatResult.to_list : ('a, 'e) t -> 'a list		
Result.to_option : ('a, 'e) result -> 'a option	CCResult.to_opt : ('a, 'b) t -> 'a option	BatResult.to_option : ('a, 'b) t -> 'a option		
Result.to_seq : ('a, 'e) result -> 'a Seq.t	CCResult.to_seq : ('a, 'b) t -> 'a Seq.t	BatResult.to_seq : ('a, 'e) t -> 'a BatSeq.t		
			Base.Result.try_with : (unit -> 'a) -> ('a, exn) t	
Result.value : ('a, 'e) result -> default:'a -> 'a		BatResult.value : ('a, 'e) t -> default:'a -> 'a		
	CCResult.wrap1 : ('a -> 'b) -> 'a -> ('b, exn) t			
	CCResult.wrap2 : ('a -> 'b -> 'c) -> 'a -> 'b -> ('c, exn) t			
	CCResult.wrap3 : ('a -> 'b -> 'c -> 'd) -> 'a -> 'b -> 'c -> ('d, exn) t			
	CCResult.( <$> ) : ('a -> 'b) -> ('a, 'err) t -> ('b, 'err) t			
	CCResult.( <*> ) : ('a -> 'b, 'err) t -> ('a, 'err) t -> ('b, 'err) t			
	CCResult.( >>= ) : ('a, 'err) t -> ('a -> ('b, 'err) t) -> ('b, 'err) t	BatResult.Infix.( >>= ) : ('a, 'e) t -> ('a -> ('c, 'e) t) -> ('c, 'e) t	Base.Result.( >>= ) : ('a, 'e) t -> ('a -> ('b, 'e) t) -> ('b, 'e) t	
	CCResult.( >|= ) : ('a, 'err) t -> ('a -> 'b) -> ('b, 'err) t		Base.Result.( >>| ) : ('a, 'e) t -> ('a -> 'b) -> ('b, 'e) t	
	CCResult.( and* ) : ('a, 'e) t -> ('b, 'e) t -> ('a * 'b, 'e) t			
	CCResult.( and+ ) : ('a, 'e) t -> ('b, 'e) t -> ('a * 'b, 'e) t			
	CCResult.( let* ) : ('a, 'e) t -> ('a -> ('b, 'e) t) -> ('b, 'e) t			
	CCResult.( let+ ) : ('a, 'e) t -> ('a -> 'b) -> ('b, 'e) t			
				
				
			Base.Sequence.all : 'a t list -> 'a list t	
				Seq.allPairs : (seq<'a> -> seq<'b> -> seq<'a * 'b>)
			Base.Sequence.all_unit : unit t list -> unit t	
Seq.append : 'a t -> 'a t -> 'a t	CCSeq.append : 'a t -> 'a t -> 'a t	BatSeq.append : 'a t -> 'a t -> 'a t	Base.Sequence.append : 'a t -> 'a t -> 'a t	Seq.append : (seq<'a> -> seq<'a> -> seq<'a>)
		BatSeq.assoc : 'a -> ('a * 'b) t -> 'b option		
		BatSeq.at : 'a t -> int -> 'a		
				Seq.average : ???
				Seq.averageBy : ???
			Base.Sequence.bind : 'a t -> f:('a -> 'b t) -> 'b t	
			Base.Sequence.bounded_length : 'a t -> at_most:int -> [ `Greater | `Is of int ]	
				Seq.cache : (seq<'a> -> seq<'a>)
			Base.Sequence.cartesian_product : 'a t -> 'b t -> ('a * 'b) t	
				Seq.cast : (System.Collections.IEnumerable -> seq<'a>)
				Seq.choose : (('a -> 'b option) -> seq<'a> -> seq<'b>)
			Base.Sequence.chunks_exn : 'a t -> int -> 'a list t	Seq.chunkBySize : (int -> seq<'a> -> seq<'a []>)
				Seq.collect : (('a -> #seq<'c>) -> seq<'a> -> seq<'c>)
		BatSeq.combine : 'a t -> 'b t -> ('a * 'b) t		
Seq.compare : ('a -> 'b -> int) -> 'a t -> 'b t -> int	CCSeq.compare : 'a ord -> 'a t ord	BatSeq.compare : ('a -> 'b -> int) -> 'a t -> 'b t -> int	Base.Sequence.compare : 'a Base__Ppx_compare_lib.compare -> 'a t Base__Ppx_compare_lib.compare	Seq.compareWith : (('a -> 'a -> int) -> seq<'a> -> seq<'a> -> int)
Seq.concat : 'a t t -> 'a t		BatSeq.concat : 'a t t -> 'a t	Base.Sequence.concat : 'a t t -> 'a t	Seq.concat : (seq<#seq<'b>> -> seq<'b>)
Seq.concat_map : ('a -> 'b t) -> 'a t -> 'b t		BatSeq.concat_map : ('a -> 'b t) -> 'a t -> 'b t	Base.Sequence.concat_map : 'a t -> f:('a -> 'b t) -> 'b t	
			Base.Sequence.concat_mapi : 'a t -> f:(int -> 'a -> 'b t) -> 'b t	
Seq.cons : 'a -> 'a t -> 'a t	CCSeq.cons : 'a -> 'a t -> 'a t	BatSeq.cons : 'a -> 'a t -> 'a t		
				Seq.contains : ('a -> seq<'a> -> bool) when 'a : equality
			Base.Sequence.count : 'a t -> f:('a -> bool) -> int	
			Base.Sequence.counti : 'a t -> f:(int -> 'a -> bool) -> int	
				Seq.countBy : (('a -> 'b) -> seq<'a> -> seq<'b * int>) when 'b : equality
Seq.cycle : 'a t -> 'a t	CCSeq.cycle : 'a t -> 'a t	BatSeq.cycle : 'a t -> 'a t		
			Base.Sequence.cycle_list_exn : 'a list -> 'a t	
				Seq.delay : ((unit -> seq<'a>) -> seq<'a>)
			Base.Sequence.delayed_fold : 'a t -> init:'s -> f:('s -> 'a -> k:('s -> 'r) -> 'r) -> finish:('s -> 'r) -> 'r	
				Seq.distinct : (seq<'a> -> seq<'a>) when 'a : equality
				Seq.distinctBy : (('a -> 'b) -> seq<'a> -> seq<'a>) when 'b : equality
Seq.drop : int -> 'a t -> 'a t	CCSeq.drop : int -> 'a t -> 'a t	BatSeq.drop : int -> 'a t -> 'a t	Base.Sequence.drop : 'a t -> int -> 'a t	
			Base.Sequence.drop_eagerly : 'a t -> int -> 'a t	
Seq.drop_while : ('a -> bool) -> 'a t -> 'a t	CCSeq.drop_while : ('a -> bool) -> 'a t -> 'a t	BatSeq.drop_while : ('a -> bool) -> 'a t -> 'a t	Base.Sequence.drop_while : 'a t -> f:('a -> bool) -> 'a t	
			Base.Sequence.drop_while_option : 'a t -> f:('a -> bool) -> ('a * 'a t) option	
Seq.empty : 'a t	CCSeq.empty : 'a t	BatSeq.empty : 'a t	Base.Sequence.empty : 'a t	Seq.empty : seq<'a>
		BatSeq.enum : 'a t -> 'a BatEnum.t		
Seq.equal : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool	CCSeq.equal : 'a equal -> 'a t equal	BatSeq.equal : ?eq:('a -> 'a -> bool) -> 'a t -> 'a t -> bool	Base.Sequence.equal : 'a Base__Ppx_compare_lib.equal -> 'a t Base__Ppx_compare_lib.equal	
		BatSeq.equal_stdlib : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool		
				Seq.exactlyOne : (seq<'a> -> 'a)
				Seq.except : (seq<'a> -> seq<'a> -> seq<'a>) when 'a : equality
Seq.exists : ('a -> bool) -> 'a t -> bool	CCSeq.exists : ('a -> bool) -> 'a t -> bool	BatSeq.exists : ('a -> bool) -> 'a t -> bool	Base.Sequence.exists : 'a t -> f:('a -> bool) -> bool	Seq.exists : (('a -> bool) -> seq<'a> -> bool)
			Base.Sequence.existsi : 'a t -> f:(int -> 'a -> bool) -> bool	
Seq.exists2 : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool	CCSeq.exists2 : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool	BatSeq.exists2 : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool		Seq.exists2 : (('a -> 'b -> bool) -> seq<'a> -> seq<'b> -> bool)
	CCSeq.fair_app : ('a -> 'b) t -> 'a t -> 'b t			
	CCSeq.fair_flat_map : ('a -> 'b t) -> 'a t -> 'b t			
Seq.filter : ('a -> bool) -> 'a t -> 'a t	CCSeq.filter : ('a -> bool) -> 'a t -> 'a t	BatSeq.filter : ('a -> bool) -> 'a t -> 'a t	Base.Sequence.filter : 'a t -> f:('a -> bool) -> 'a t	Seq.filter : (('a -> bool) -> seq<'a> -> seq<'a>)
Seq.filter_map : ('a -> 'b option) -> 'a t -> 'b t	CCSeq.filter_map : ('a -> 'b option) -> 'a t -> 'b t	BatSeq.filter_map : ('a -> 'b option) -> 'a t -> 'b t	Base.Sequence.filter_map : 'a t -> f:('a -> 'b option) -> 'b t	
			Base.Sequence.filter_mapi : 'a t -> f:(int -> 'a -> 'b option) -> 'b t	
			Base.Sequence.filter_opt : 'a option t -> 'a t	
			Base.Sequence.filteri : 'a t -> f:(int -> 'a -> bool) -> 'a t	
Seq.find : ('a -> bool) -> 'a t -> 'a option		BatSeq.find : ('a -> bool) -> 'a t -> 'a option	Base.Sequence.find : 'a t -> f:('a -> bool) -> 'a option	Seq.find : (('a -> bool) -> seq<'a> -> 'a)
			Base.Sequence.find_consecutive_duplicate : 'a t -> equal:('a -> 'a -> bool) -> ('a * 'a) option	
			Base.Sequence.find_exn : 'a t -> f:('a -> bool) -> 'a	
Seq.find_map : ('a -> 'b option) -> 'a t -> 'b option		BatSeq.find_map : ('a -> 'b option) -> 'a t -> 'b option	Base.Sequence.find_map : 'a t -> f:('a -> 'b option) -> 'b option	
			Base.Sequence.find_mapi : 'a t -> f:(int -> 'a -> 'b option) -> 'b option	
				Seq.findBack : (('a -> bool) -> seq<'a> -> 'a)
			Base.Sequence.findi : 'a t -> f:(int -> 'a -> bool) -> (int * 'a) option	
				Seq.findIndex : (('a -> bool) -> seq<'a> -> int)
				Seq.findIndexBack : (('a -> bool) -> seq<'a> -> int)
		BatSeq.first : 'a t -> 'a		
Seq.flat_map : ('a -> 'b t) -> 'a t -> 'b t	CCSeq.flat_map : ('a -> 'b t) -> 'a t -> 'b t	BatSeq.flat_map : ('a -> 'b t) -> 'a t -> 'b t		
	CCSeq.flatten : 'a t t -> 'a t	BatSeq.flatten : 'a t t -> 'a t		
	CCSeq.fmap : ('a -> 'b option) -> 'a t -> 'b t			
Seq.fold_left : ('a -> 'b -> 'a) -> 'a -> 'b t -> 'a	CCSeq.fold : ('a -> 'b -> 'a) -> 'a -> 'b t -> 'a	BatSeq.fold_left : ('a -> 'b -> 'a) -> 'a -> 'b t -> 'a	Base.Sequence.fold : 'a t -> init:'accum -> f:('accum -> 'a -> 'accum) -> 'accum	Seq.fold : (('a -> 'b -> 'a) -> 'a -> seq<'b> -> 'a)
Seq.fold_left2 : ('a -> 'b -> 'c -> 'a) -> 'a -> 'b t -> 'c t -> 'a	CCSeq.fold2 : ('acc -> 'a -> 'b -> 'acc) -> 'acc -> 'a t -> 'b t -> 'acc	BatSeq.fold_left2 : ('a -> 'b -> 'c -> 'a) -> 'a -> 'b t -> 'c t -> 'a		Seq.fold2 : (('a -> 'b -> 'c -> 'a) -> 'a -> seq<'b> -> seq<'c> -> 'a)
	CCSeq.fold_left : ('a -> 'b -> 'a) -> 'a -> 'b t -> 'a			
Seq.fold_lefti : ('b -> int -> 'a -> 'b) -> 'b -> 'a t -> 'b		BatSeq.fold_lefti : ('b -> int -> 'a -> 'b) -> 'b -> 'a t -> 'b		
			Base.Sequence.fold_m : bind:('acc_m -> f:('acc -> 'acc_m) -> 'acc_m) -> return:('acc -> 'acc_m) -> 'elt t -> init:'acc -> f:('acc -> 'elt -> 'acc_m) -> 'acc_m	
			Base.Sequence.fold_result : 'a t -> init:'accum -> f:('accum -> 'a -> ('accum, 'e) Base__.Result.t) -> ('accum, 'e) Base__.Result.t	
		BatSeq.fold_right : ('a -> 'b -> 'b) -> 'a t -> 'b -> 'b		Seq.foldBack : (('a -> 'b -> 'b) -> seq<'a> -> 'b -> 'b)
				Seq.foldBack2 : (('a -> 'b -> 'c -> 'c) -> seq<'a> -> seq<'b> -> 'c -> 'c)
			Base.Sequence.fold_until : 'a t -> init:'accum -> f:('accum -> 'a -> ('accum, 'final) Base__Container_intf.Continue_or_stop.t) -> finish:('accum -> 'final) -> 'final	
			Base.Sequence.foldi : ('a t, 'a, 'b) Base__Indexed_container_intf.foldi	
			Base.Sequence.folding_map : 'a t -> init:'b -> f:('b -> 'a -> 'b * 'c) -> 'c t	
			Base.Sequence.folding_mapi : 'a t -> init:'b -> f:(int -> 'b -> 'a -> 'b * 'c) -> 'c t	
Seq.for_all : ('a -> bool) -> 'a t -> bool	CCSeq.for_all : ('a -> bool) -> 'a t -> bool	BatSeq.for_all : ('a -> bool) -> 'a t -> bool	Base.Sequence.for_all : 'a t -> f:('a -> bool) -> bool	Seq.forall : (('a -> bool) -> seq<'a> -> bool)
			Base.Sequence.for_alli : 'a t -> f:(int -> 'a -> bool) -> bool	
Seq.for_all2 : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool	CCSeq.for_all2 : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool	BatSeq.for_all2 : ('a -> 'b -> bool) -> 'a t -> 'b t -> bool		Seq.forall2 : (('a -> 'b -> bool) -> seq<'a> -> seq<'b> -> bool)
			Base.Sequence.force_eagerly : 'a t -> 'a t	
Seq.forever : (unit -> 'a) -> 'a t		BatSeq.forever : (unit -> 'a) -> 'a t		
Seq.group : ('a -> 'a -> bool) -> 'a t -> 'a t t	CCSeq.group : 'a equal -> 'a t -> 'a t t	BatSeq.group : ('a -> 'a -> bool) -> 'a t -> 'a t t	Base.Sequence.group : 'a t -> break:('a -> 'a -> bool) -> 'a list t	
				Seq.groupBy : (('a -> 'b) -> seq<'a> -> seq<'b * seq<'a>>) when 'b : equality
	CCSeq.head : 'a t -> 'a option		Base.Sequence.hd : 'a t -> 'a option	
	CCSeq.head_exn : 'a t -> 'a	BatSeq.hd : 'a t -> 'a	Base.Sequence.hd_exn : 'a t -> 'a	Seq.head : (seq<'a> -> 'a)
			Base.Sequence.ignore_m : 'a t -> unit t	
				Seq.indexed : (seq<'a> -> seq<int * 'a>)
Seq.init : int -> (int -> 'a) -> 'a t		BatSeq.init : int -> (int -> 'a) -> 'a t	Base.Sequence.init : int -> f:(int -> 'a) -> 'a t	Seq.init : (int -> (int -> 'a) -> seq<'a>)
				Seq.initInfinite : ((int -> 'a) -> seq<'a>)
				Seq.insertAt : ???
				Seq.insertManyAt : ???
Seq.interleave : 'a t -> 'a t -> 'a t	CCSeq.interleave : 'a t -> 'a t -> 'a t	BatSeq.interleave : 'a t -> 'a t -> 'a t	Base.Sequence.interleave : 'a t t -> 'a t	
			Base.Sequence.interleaved_cartesian_product : 'a t -> 'b t -> ('a * 'b) t	
			Base.Sequence.intersperse : 'a t -> sep:'a -> 'a t	
Seq.ints : int -> int t		BatSeq.ints : int -> int t		
Seq.is_empty : 'a t -> bool	CCSeq.is_empty : 'a t -> bool	BatSeq.is_empty : 'a t -> bool	Base.Sequence.is_empty : 'a t -> bool	Seq.isEmpty : (seq<'a> -> bool)
				Seq.item : (int -> seq<'a> -> 'a)
Seq.iter : ('a -> unit) -> 'a t -> unit	CCSeq.iter : ('a -> unit) -> 'a t -> unit	BatSeq.iter : ('a -> unit) -> 'a t -> unit	Base.Sequence.iter : 'a t -> f:('a -> unit) -> unit	Seq.iter : (('a -> unit) -> seq<'a> -> unit)
			Base.Sequence.iter_m : bind:('unit_m -> f:(unit -> 'unit_m) -> 'unit_m) -> return:(unit -> 'unit_m) -> 'elt t -> f:('elt -> 'unit_m) -> 'unit_m	
Seq.iter2 : ('a -> 'b -> unit) -> 'a t -> 'b t -> unit	CCSeq.iter2 : ('a -> 'b -> unit) -> 'a t -> 'b t -> unit	BatSeq.iter2 : ('a -> 'b -> unit) -> 'a t -> 'b t -> unit		Seq.iter2 : (('a -> 'b -> unit) -> seq<'a> -> seq<'b> -> unit)
Seq.iterate : ('a -> 'a) -> 'a -> 'a t		BatSeq.iterate : ('a -> 'a) -> 'a -> 'a t		
Seq.iteri : (int -> 'a -> unit) -> 'a t -> unit	CCSeq.iteri : (int -> 'a -> unit) -> 'a t -> unit	BatSeq.iteri : (int -> 'a -> unit) -> 'a t -> unit	Base.Sequence.iteri : ('a t, 'a) Base__Indexed_container_intf.iteri	Seq.iteri : ((int -> 'a -> unit) -> seq<'a> -> unit)
				Seq.iteri2 : ((int -> 'a -> 'b -> unit) -> seq<'a> -> seq<'b> -> unit)
			Base.Sequence.join : 'a t t -> 'a t	
		BatSeq.last : 'a t -> 'a		Seq.last : (seq<'a> -> 'a)
Seq.length : 'a t -> int	CCSeq.length : 'a t -> int	BatSeq.length : 'a t -> int	Base.Sequence.length : 'a t -> int	Seq.length : (seq<'a> -> int)
